date,blood_type,demand,hospital_license_number,notes
2025-04-24,AB+,3,,
2025-04-24,AB-,2,,
2025-04-25,O+,16,,
2025-04-25,A+,14,,
2025-04-25,B+,9,,
2025-04-25,O-,7,,
2025-04-25,A-,5,,
2025-04-25,B-,3,,
2025-04-25,AB+,3,,
2025-04-25,AB-,2,,
2025-04-26,O+,9,,
2025-04-26,A+,15,,
2025-04-26,B+,10,,
2025-04-26,O-,7,,
2025-04-26,A-,5,,
2025-04-26,B-,2,,
2025-04-26,AB+,1,,
2025-04-26,AB-,1,,
2025-04-27,O+,16,,
2025-04-27,A+,14,,
2025-04-27,B+,6,,
2025-04-27,O-,4,,
2025-04-27,A-,5,,
2025-04-27,B-,2,,
2025-04-27,AB+,1,,
2025-04-27,AB-,1,,
2025-04-28,O+,26,,
2025-04-28,A+,19,,
2025-04-28,B+,12,,
2025-04-28,O-,8,,
2025-04-28,A-,6,,
2025-04-28,B-,4,,
2025-04-28,AB+,2,,
2025-04-28,AB-,0,,
2025-04-29,O+,24,,
2025-04-29,A+,21,,
2025-04-29,B+,13,,
2025-04-29,O-,9,,
2025-04-29,A-,9,,
2025-04-29,B-,5,,
2025-04-29,AB+,4,,
2025-04-29,AB-,0,,
2025-04-30,O+,38,,
2025-04-30,A+,35,,
2025-04-30,B+,18,,
2025-04-30,O-,11,,
2025-04-30,A-,8,,
2025-04-30,B-,6,,
2025-04-30,AB+,4,,
2025-04-30,AB-,2,,
2025-05-01,O+,34,,Public holiday: Workers' Day
2025-05-01,A+,25,,Public holiday: Workers' Day
2025-05-01,B+,19,,Public holiday: Workers' Day
2025-05-01,O-,11,,Public holiday: Workers' Day
2025-05-01,A-,10,,Public holiday: Workers' Day
2025-05-01,B-,7,,Public holiday: Workers' Day
2025-05-01,AB+,4,,Public holiday: Workers' Day
2025-05-01,AB-,2,,Public holiday: Workers' Day
2025-05-02,O+,32,,
2025-05-02,A+,20,,
2025-05-02,B+,16,,
2025-05-02,O-,8,,
2025-05-02,A-,6,,
2025-05-02,B-,4,,
2025-05-02,AB+,3,,
2025-05-02,AB-,2,,
2025-05-03,O+,24,,
2025-05-03,A+,18,,
2025-05-03,B+,11,,
2025-05-03,O-,7,,
2025-05-03,A-,6,,
2025-05-03,B-,3,,
2025-05-03,AB+,1,,
2025-05-03,AB-,1,,
2025-05-04,O+,34,,
2025-05-04,A+,21,,
2025-05-04,B+,10,,
2025-05-04,O-,9,,
2025-05-04,A-,4,,
2025-05-04,B-,3,,
2025-05-04,AB+,3,,
2025-05-04,AB-,0,,
2025-05-05,O+,28,,
2025-05-05,A+,24,,
2025-05-05,B+,14,,
2025-05-05,O-,9,,
2025-05-05,A-,6,,
2025-05-05,B-,3,,
2025-05-05,AB+,3,,
2025-05-05,AB-,1,,
2025-05-06,O+,43,,
2025-05-06,A+,29,,
2025-05-06,B+,16,,
2025-05-06,O-,14,,
2025-05-06,A-,8,,
2025-05-06,B-,6,,
2025-05-06,AB+,4,,
2025-05-06,AB-,1,,
2025-05-07,O+,42,,
2025-05-07,A+,34,,
2025-05-07,B+,22,,
2025-05-07,O-,14,,
2025-05-07,A-,10,,
2025-05-07,B-,7,,
2025-05-07,AB+,4,,
2025-05-07,AB-,3,,
2025-05-08,O+,38,,
2025-05-08,A+,30,,
2025-05-08,B+,18,,
2025-05-08,O-,9,,
2025-05-08,A-,7,,
2025-05-08,B-,6,,
2025-05-08,AB+,4,,
2025-05-08,AB-,2,,
2025-05-09,O+,28,,
2025-05-09,A+,21,,
2025-05-09,B+,15,,
2025-05-09,O-,9,,
2025-05-09,A-,7,,
2025-05-09,B-,6,,
2025-05-09,AB+,5,,
2025-05-09,AB-,1,,
2025-05-10,O+,25,,
2025-05-10,A+,18,,
2025-05-10,B+,13,,
2025-05-10,O-,10,,
2025-05-10,A-,4,,
2025-05-10,B-,3,,
2025-05-10,AB+,4,,
2025-05-10,AB-,1,,
2025-05-11,O+,21,,
2025-05-11,A+,16,,
2025-05-11,B+,13,,
2025-05-11,O-,8,,
2025-05-11,A-,8,,
2025-05-11,B-,4,,
2025-05-11,AB+,4,,
2025-05-11,AB-,3,,
2025-05-12,O+,24,,
2025-05-12,A+,20,,
2025-05-12,B+,15,,
2025-05-12,O-,9,,
2025-05-12,A-,7,,
2025-05-12,B-,4,,
2025-05-12,AB+,3,,
2025-05-12,AB-,0,,
2025-05-13,O+,30,,
2025-05-13,A+,30,,
2025-05-13,B+,17,,
2025-05-13,O-,13,,
2025-05-13,A-,9,,
2025-05-13,B-,6,,
2025-05-13,AB+,5,,
2025-05-13,AB-,0,,
2025-05-14,O+,34,,
2025-05-14,A+,30,,
2025-05-14,B+,19,,
2025-05-14,O-,12,,
2025-05-14,A-,8,,
2025-05-14,B-,6,,
2025-05-14,AB+,5,,
2025-05-14,AB-,0,,
2025-05-15,O+,34,,
2025-05-15,A+,27,,
2025-05-15,B+,16,,
2025-05-15,O-,11,,
2025-05-15,A-,8,,
2025-05-15,B-,3,,
2025-05-15,AB+,4,,
2025-05-15,AB-,0,,
2025-05-16,O+,19,,
2025-05-16,A+,17,,
2025-05-16,B+,13,,
2025-05-16,O-,8,,
2025-05-16,A-,6,,
2025-05-16,B-,5,,
2025-05-16,AB+,3,,
2025-05-16,AB-,0,,
2025-05-17,O+,12,,
2025-05-17,A+,11,,
2025-05-17,B+,9,,
2025-05-17,O-,4,,
2025-05-17,A-,5,,
2025-05-17,B-,3,,
2025-05-17,AB+,1,,
2025-05-17,AB-,1,,
2025-05-18,O+,20,,
2025-05-18,A+,13,,
2025-05-18,B+,10,,
2025-05-18,O-,5,,
2025-05-18,A-,5,,
2025-05-18,B-,4,,
2025-05-18,AB+,3,,
2025-05-18,AB-,0,,
2025-05-19,O+,23,,
2025-05-19,A+,19,,
2025-05-19,B+,9,,
2025-05-19,O-,6,,
2025-05-19,A-,5,,
2025-05-19,B-,5,,
2025-05-19,AB+,4,,
2025-05-19,AB-,2,,
2025-05-20,O+,27,,
2025-05-20,A+,28,,
2025-05-20,B+,12,,
2025-05-20,O-,9,,
2025-05-20,A-,6,,
2025-05-20,B-,6,,
2025-05-20,AB+,3,,
2025-05-20,AB-,0,,
2025-05-21,O+,29,,
2025-05-21,A+,19,,
2025-05-21,B+,12,,
2025-05-21,O-,10,,
2025-05-21,A-,7,,
2025-05-21,B-,5,,
2025-05-21,AB+,3,,
2025-05-21,AB-,2,,
2025-05-22,O+,24,,
2025-05-22,A+,13,,
2025-05-22,B+,10,,
2025-05-22,O-,6,,
2025-05-22,A-,4,,
2025-05-22,B-,4,,
2025-05-22,AB+,3,,
2025-05-22,AB-,2,,
2025-05-23,O+,16,,
2025-05-23,A+,17,,
2025-05-23,B+,6,,
2025-05-23,O-,5,,
2025-05-23,A-,4,,
2025-05-23,B-,2,,
2025-05-23,AB+,2,,
2025-05-23,AB-,1,,
2025-05-24,O+,19,,
2025-05-24,A+,14,,
2025-05-24,B+,10,,
2025-05-24,O-,5,,
2025-05-24,A-,5,,
2025-05-24,B-,3,,
2025-05-24,AB+,2,,
2025-05-24,AB-,1,,
2025-05-25,O+,12,,Public holiday: Africa Day
2025-05-25,A+,23,,Public holiday: Africa Day
2025-05-25,B+,8,,Public holiday: Africa Day
2025-05-25,O-,6,,Public holiday: Africa Day
2025-05-25,A-,5,,Public holiday: Africa Day
2025-05-25,B-,2,,Public holiday: Africa Day
2025-05-25,AB+,4,,Public holiday: Africa Day
2025-05-25,AB-,0,,Public holiday: Africa Day
2025-05-26,O+,21,,
2025-05-26,A+,17,,
2025-05-26,B+,12,,
2025-05-26,O-,10,,
2025-05-26,A-,6,,
2025-05-26,B-,3,,
2025-05-26,AB+,4,,
2025-05-26,AB-,1,,
2025-05-27,O+,26,,
2025-05-27,A+,23,,
2025-05-27,B+,14,,
2025-05-27,O-,9,,
2025-05-27,A-,7,,
2025-05-27,B-,5,,
2025-05-27,AB+,5,,
2025-05-27,AB-,4,,
2025-05-28,O+,31,,
2025-05-28,A+,22,,
2025-05-28,B+,13,,
2025-05-28,O-,11,,
2025-05-28,A-,6,,
2025-05-28,B-,5,,
2025-05-28,AB+,4,,
2025-05-28,AB-,1,,
2025-05-29,O+,26,,
2025-05-29,A+,28,,
2025-05-29,B+,15,,
2025-05-29,O-,8,,
2025-05-29,A-,7,,
2025-05-29,B-,4,,
2025-05-29,AB+,3,,
2025-05-29,AB-,1,,
2025-05-30,O+,27,,
2025-05-30,A+,16,,
2025-05-30,B+,11,,
2025-05-30,O-,8,,
2025-05-30,A-,6,,
2025-05-30,B-,4,,
2025-05-30,AB+,2,,
2025-05-30,AB-,3,,
2025-05-31,O+,22,,
2025-05-31,A+,7,,
2025-05-31,B+,12,,
2025-05-31,O-,4,,
2025-05-31,A-,3,,
2025-05-31,B-,2,,
2025-05-31,AB+,4,,
2025-05-31,AB-,0,,
2025-06-01,O+,21,,
2025-06-01,A+,11,,
2025-06-01,B+,12,,
2025-06-01,O-,6,,
2025-06-01,A-,4,,
2025-06-01,B-,4,,
2025-06-01,AB+,3,,
2025-06-01,AB-,1,,
2025-06-02,O+,33,,
2025-06-02,A+,24,,
2025-06-02,B+,16,,
2025-06-02,O-,9,,
2025-06-02,A-,7,,
2025-06-02,B-,5,,
2025-06-02,AB+,5,,
2025-06-02,AB-,1,,
2025-06-03,O+,43,,
2025-06-03,A+,29,,
2025-06-03,B+,17,,
2025-06-03,O-,12,,
2025-06-03,A-,8,,
2025-06-03,B-,4,,
2025-06-03,AB+,6,,
2025-06-03,AB-,2,,
2025-06-04,O+,34,,
2025-06-04,A+,31,,
2025-06-04,B+,19,,
2025-06-04,O-,12,,
2025-06-04,A-,11,,
2025-06-04,B-,6,,
2025-06-04,AB+,6,,
2025-06-04,AB-,1,,
2025-06-05,O+,36,,
2025-06-05,A+,32,,
2025-06-05,B+,17,,
2025-06-05,O-,10,,
2025-06-05,A-,8,,
2025-06-05,B-,6,,
2025-06-05,AB+,4,,
2025-06-05,AB-,1,,
2025-06-06,O+,33,,
2025-06-06,A+,26,,
2025-06-06,B+,11,,
2025-06-06,O-,7,,
2025-06-06,A-,5,,
2025-06-06,B-,3,,
2025-06-06,AB+,3,,
2025-06-06,AB-,1,,
2025-06-07,O+,16,,
2025-06-07,A+,18,,
2025-06-07,B+,5,,
2025-06-07,O-,7,,
2025-06-07,A-,7,,
2025-06-07,B-,2,,
2025-06-07,AB+,0,,
2025-06-07,AB-,1,,
2025-06-08,O+,26,,
2025-06-08,A+,17,,
2025-06-08,B+,12,,
2025-06-08,O-,9,,
2025-06-08,A-,7,,
2025-06-08,B-,4,,
2025-06-08,AB+,2,,
2025-06-08,AB-,1,,
2025-06-09,O+,26,,
2025-06-09,A+,24,,
2025-06-09,B+,14,,
2025-06-09,O-,9,,
2025-06-09,A-,9,,
2025-06-09,B-,5,,
2025-06-09,AB+,2,,
2025-06-09,AB-,2,,
2025-06-10,O+,40,,
2025-06-10,A+,30,,
2025-06-10,B+,16,,
2025-06-10,O-,11,,
2025-06-10,A-,8,,
2025-06-10,B-,5,,
2025-06-10,AB+,4,,
2025-06-10,AB-,1,,
2025-06-11,O+,32,,
2025-06-11,A+,31,,
2025-06-11,B+,17,,
2025-06-11,O-,13,,
2025-06-11,A-,9,,
2025-06-11,B-,8,,
2025-06-11,AB+,3,,
2025-06-11,AB-,3,,
2025-06-12,O+,32,,
2025-06-12,A+,28,,
2025-06-12,B+,17,,
2025-06-12,O-,12,,
2025-06-12,A-,8,,
2025-06-12,B-,6,,
2025-06-12,AB+,4,,
2025-06-12,AB-,2,,
2025-06-13,O+,21,,
2025-06-13,A+,21,,
2025-06-13,B+,15,,
2025-06-13,O-,10,,
2025-06-13,A-,7,,
2025-06-13,B-,5,,
2025-06-13,AB+,3,,
2025-06-13,AB-,2,,
2025-06-14,O+,27,,
2025-06-14,A+,15,,
2025-06-14,B+,6,,
2025-06-14,O-,6,,
2025-06-14,A-,5,,
2025-06-14,B-,2,,
2025-06-14,AB+,1,,
2025-06-14,AB-,0,,
2025-06-15,O+,15,,
2025-06-15,A+,19,,
2025-06-15,B+,13,,
2025-06-15,O-,7,,
2025-06-15,A-,3,,
2025-06-15,B-,3,,
2025-06-15,AB+,2,,
2025-06-15,AB-,1,,
2025-06-16,O+,22,,
2025-06-16,A+,23,,
2025-06-16,B+,13,,
2025-06-16,O-,8,,
2025-06-16,A-,6,,
2025-06-16,B-,4,,
2025-06-16,AB+,5,,
2025-06-16,AB-,0,,
2025-06-17,O+,31,,
2025-06-17,A+,28,,
2025-06-17,B+,13,,
2025-06-17,O-,9,,
2025-06-17,A-,7,,
2025-06-17,B-,4,,
2025-06-17,AB+,3,,
2025-06-17,AB-,0,,
2025-06-18,O+,29,,
2025-06-18,A+,17,,
2025-06-18,B+,13,,
2025-06-18,O-,10,,
2025-06-18,A-,7,,
2025-06-18,B-,4,,
2025-06-18,AB+,4,,
2025-06-18,AB-,3,,
2025-06-19,O+,22,,
2025-06-19,A+,24,,
2025-06-19,B+,9,,
2025-06-19,O-,7,,
2025-06-19,A-,7,,
2025-06-19,B-,4,,
2025-06-19,AB+,3,,
2025-06-19,AB-,2,,
2025-06-20,O+,18,,
2025-06-20,A+,17,,
2025-06-20,B+,8,,
2025-06-20,O-,5,,
2025-06-20,A-,3,,
2025-06-20,B-,4,,
2025-06-20,AB+,1,,
2025-06-20,AB-,2,,
2025-06-21,O+,19,,
2025-06-21,A+,11,,
2025-06-21,B+,7,,
2025-06-21,O-,5,,
2025-06-21,A-,3,,
2025-06-21,B-,1,,
2025-06-21,AB+,3,,
2025-06-21,AB-,0,,
2025-06-22,O+,18,,
2025-06-22,A+,14,,
2025-06-22,B+,8,,
2025-06-22,O-,5,,
2025-06-22,A-,5,,
2025-06-22,B-,2,,
2025-06-22,AB+,3,,
2025-06-22,AB-,1,,
2025-06-23,O+,21,,
2025-06-23,A+,15,,
2025-06-23,B+,10,,
2025-06-23,O-,7,,
2025-06-23,A-,4,,
2025-06-23,B-,2,,
2025-06-23,AB+,2,,
2025-06-23,AB-,2,,
2025-06-24,O+,25,,
2025-06-24,A+,25,,
2025-06-24,B+,15,,
2025-06-24,O-,10,,
2025-06-24,A-,8,,
2025-06-24,B-,4,,
2025-06-24,AB+,4,,
2025-06-24,AB-,0,,
2025-06-25,O+,17,,
2025-06-25,A+,23,,
2025-06-25,B+,12,,
2025-06-25,O-,8,,
2025-06-25,A-,4,,
2025-06-25,B-,5,,
2025-06-25,AB+,3,,
2025-06-25,AB-,1,,
2025-06-26,O+,20,,
2025-06-26,A+,17,,
2025-06-26,B+,10,,
2025-06-26,O-,7,,
2025-06-26,A-,4,,
2025-06-26,B-,4,,
2025-06-26,AB+,3,,
2025-06-26,AB-,2,,
2025-06-27,O+,12,,
2025-06-27,A+,14,,
2025-06-27,B+,8,,
2025-06-27,O-,7,,
2025-06-27,A-,5,,
2025-06-27,B-,4,,
2025-06-27,AB+,4,,
2025-06-27,AB-,1,,
2025-06-28,O+,18,,
2025-06-28,A+,11,,
2025-06-28,B+,8,,
2025-06-28,O-,5,,
2025-06-28,A-,6,,
2025-06-28,B-,1,,
2025-06-28,AB+,2,,
2025-06-28,AB-,1,,
2025-06-29,O+,15,,
2025-06-29,A+,16,,
2025-06-29,B+,9,,
2025-06-29,O-,6,,
2025-06-29,A-,4,,
2025-06-29,B-,4,,
2025-06-29,AB+,1,,
2025-06-29,AB-,0,,
2025-06-30,O+,28,,
2025-06-30,A+,24,,
2025-06-30,B+,10,,
2025-06-30,O-,9,,
2025-06-30,A-,6,,
2025-06-30,B-,5,,
2025-06-30,AB+,3,,
2025-06-30,AB-,3,,
2025-07-01,O+,38,,
2025-07-01,A+,23,,
2025-07-01,B+,15,,
2025-07-01,O-,9,,
2025-07-01,A-,8,,
2025-07-01,B-,3,,
2025-07-01,AB+,2,,
2025-07-01,AB-,2,,
2025-07-02,O+,36,,
2025-07-02,A+,30,,
2025-07-02,B+,15,,
2025-07-02,O-,10,,
2025-07-02,A-,8,,
2025-07-02,B-,7,,
2025-07-02,AB+,4,,
2025-07-02,AB-,2,,
2025-07-03,O+,36,,
2025-07-03,A+,26,,
2025-07-03,B+,15,,
2025-07-03,O-,11,,
2025-07-03,A-,7,,
2025-07-03,B-,7,,
2025-07-03,AB+,4,,
2025-07-03,AB-,1,,
2025-07-04,O+,27,,
2025-07-04,A+,23,,
2025-07-04,B+,11,,
2025-07-04,O-,9,,
2025-07-04,A-,7,,
2025-07-04,B-,1,,
2025-07-04,AB+,1,,
2025-07-04,AB-,1,,
2025-07-05,O+,17,,
2025-07-05,A+,22,,
2025-07-05,B+,10,,
2025-07-05,O-,6,,
2025-07-05,A-,5,,
2025-07-05,B-,3,,
2025-07-05,AB+,2,,
2025-07-05,AB-,1,,
2025-07-06,O+,26,,
2025-07-06,A+,13,,
2025-07-06,B+,11,,
2025-07-06,O-,7,,
2025-07-06,A-,5,,
2025-07-06,B-,3,,
2025-07-06,AB+,3,,
2025-07-06,AB-,0,,
2025-07-07,O+,29,,
2025-07-07,A+,23,,
2025-07-07,B+,11,,
2025-07-07,O-,10,,
2025-07-07,A-,4,,
2025-07-07,B-,4,,
2025-07-07,AB+,2,,
2025-07-07,AB-,1,,
2025-07-08,O+,35,,
2025-07-08,A+,31,,
2025-07-08,B+,17,,
2025-07-08,O-,11,,
2025-07-08,A-,10,,
2025-07-08,B-,5,,
2025-07-08,AB+,4,,
2025-07-08,AB-,3,,
2025-07-09,O+,40,,
2025-07-09,A+,36,,
2025-07-09,B+,19,,
2025-07-09,O-,11,,
2025-07-09,A-,10,,
2025-07-09,B-,7,,
2025-07-09,AB+,4,,
2025-07-09,AB-,2,,
2025-07-10,O+,32,,
2025-07-10,A+,27,,
2025-07-10,B+,16,,
2025-07-10,O-,10,,
2025-07-10,A-,9,,
2025-07-10,B-,6,,
2025-07-10,AB+,3,,
2025-07-10,AB-,2,,
2025-07-11,O+,23,,
2025-07-11,A+,21,,
2025-07-11,B+,12,,
2025-07-11,O-,8,,
2025-07-11,A-,4,,
2025-07-11,B-,2,,
2025-07-11,AB+,4,,
2025-07-11,AB-,1,,
2025-07-12,O+,25,,
2025-07-12,A+,17,,
2025-07-12,B+,8,,
2025-07-12,O-,4,,
2025-07-12,A-,5,,
2025-07-12,B-,4,,
2025-07-12,AB+,4,,
2025-07-12,AB-,1,,
2025-07-13,O+,21,,
2025-07-13,A+,10,,
2025-07-13,B+,9,,
2025-07-13,O-,7,,
2025-07-13,A-,5,,
2025-07-13,B-,2,,
2025-07-13,AB+,4,,
2025-07-13,AB-,2,,
2025-07-14,O+,21,,
2025-07-14,A+,21,,
2025-07-14,B+,12,,
2025-07-14,O-,10,,
2025-07-14,A-,6,,
2025-07-14,B-,5,,
2025-07-14,AB+,2,,
2025-07-14,AB-,2,,
2025-07-15,O+,29,,
2025-07-15,A+,30,,
2025-07-15,B+,17,,
2025-07-15,O-,9,,
2025-07-15,A-,8,,
2025-07-15,B-,5,,
2025-07-15,AB+,3,,
2025-07-15,AB-,2,,
2025-07-16,O+,34,,
2025-07-16,A+,27,,
2025-07-16,B+,15,,
2025-07-16,O-,10,,
2025-07-16,A-,8,,
2025-07-16,B-,6,,
2025-07-16,AB+,5,,
2025-07-16,AB-,0,,
2025-07-17,O+,32,,Public holiday: King's Birthday
2025-07-17,A+,30,,Public holiday: King's Birthday
2025-07-17,B+,14,,Public holiday: King's Birthday
2025-07-17,O-,9,,Public holiday: King's Birthday
2025-07-17,A-,7,,Public holiday: King's Birthday
2025-07-17,B-,6,,Public holiday: King's Birthday
2025-07-17,AB+,3,,Public holiday: King's Birthday
2025-07-17,AB-,1,,Public holiday: King's Birthday
2025-07-18,O+,18,,
2025-07-18,A+,15,,
2025-07-18,B+,9,,
2025-07-18,O-,6,,
2025-07-18,A-,5,,
2025-07-18,B-,3,,
2025-07-18,AB+,3,,
2025-07-18,AB-,0,,
2025-07-19,O+,17,,
2025-07-19,A+,11,,
2025-07-19,B+,6,,
2025-07-19,O-,5,,
2025-07-19,A-,2,,
2025-07-19,B-,2,,
2025-07-19,AB+,1,,
2025-07-19,AB-,0,,
2025-07-20,O+,15,,
2025-07-20,A+,10,,
2025-07-20,B+,6,,
2025-07-20,O-,6,,
2025-07-20,A-,6,,
2025-07-20,B-,4,,
2025-07-20,AB+,2,,
2025-07-20,AB-,2,,
2025-07-21,O+,22,,
2025-07-21,A+,15,,
2025-07-21,B+,10,,
2025-07-21,O-,6,,
2025-07-21,A-,3,,
2025-07-21,B-,2,,
2025-07-21,AB+,2,,
2025-07-21,AB-,1,,
2025-07-22,O+,23,,
2025-07-22,A+,14,,
2025-07-22,B+,12,,
2025-07-22,O-,8,,
2025-07-22,A-,7,,
2025-07-22,B-,4,,
2025-07-22,AB+,5,,
2025-07-22,AB-,0,,
2025-07-23,O+,31,,
2025-07-23,A+,24,,
2025-07-23,B+,11,,
2025-07-23,O-,8,,
2025-07-23,A-,5,,
2025-07-23,B-,4,,
2025-07-23,AB+,3,,
2025-07-23,AB-,1,,
2025-07-24,O+,23,,
2025-07-24,A+,15,,
2025-07-24,B+,13,,
2025-07-24,O-,8,,
2025-07-24,A-,5,,
2025-07-24,B-,4,,
2025-07-24,AB+,2,,
2025-07-24,AB-,0,,
2025-07-25,O+,19,,
2025-07-25,A+,16,,
2025-07-25,B+,7,,
2025-07-25,O-,6,,
2025-07-25,A-,6,,
2025-07-25,B-,6,,
2025-07-25,AB+,1,,
2025-07-25,AB-,1,,
2025-07-26,O+,10,,
2025-07-26,A+,21,,
2025-07-26,B+,6,,
2025-07-26,O-,6,,
2025-07-26,A-,4,,
2025-07-26,B-,1,,
2025-07-26,AB+,2,,
2025-07-26,AB-,0,,
2025-07-27,O+,14,,
2025-07-27,A+,12,,
2025-07-27,B+,8,,
2025-07-27,O-,2,,
2025-07-27,A-,4,,
2025-07-27,B-,5,,
2025-07-27,AB+,1,,
2025-07-27,AB-,1,,
2025-07-28,O+,20,,
2025-07-28,A+,9,,
2025-07-28,B+,9,,
2025-07-28,O-,6,,
2025-07-28,A-,6,,
2025-07-28,B-,3,,
2025-07-28,AB+,2,,
2025-07-28,AB-,2,,
2025-07-29,O+,29,,
2025-07-29,A+,22,,
2025-07-29,B+,15,,
2025-07-29,O-,7,,
2025-07-29,A-,7,,
2025-07-29,B-,6,,
2025-07-29,AB+,1,,
2025-07-29,AB-,0,,
2025-07-30,O+,31,,
2025-07-30,A+,25,,
2025-07-30,B+,14,,
2025-07-30,O-,10,,
2025-07-30,A-,6,,
2025-07-30,B-,6,,
2025-07-30,AB+,4,,
2025-07-30,AB-,3,,
2025-07-31,O+,31,,
2025-07-31,A+,24,,
2025-07-31,B+,16,,
2025-07-31,O-,8,,
2025-07-31,A-,6,,
2025-07-31,B-,3,,
2025-07-31,AB+,4,,
2025-07-31,AB-,3,,
2025-08-01,O+,20,,
2025-08-01,A+,13,,
2025-08-01,B+,13,,
2025-08-01,O-,6,,
2025-08-01,A-,5,,
2025-08-01,B-,5,,
2025-08-01,AB+,2,,
2025-08-01,AB-,1,,
2025-08-02,O+,25,,
2025-08-02,A+,16,,
2025-08-02,B+,7,,
2025-08-02,O-,8,,
2025-08-02,A-,3,,
2025-08-02,B-,4,,
2025-08-02,AB+,3,,
2025-08-02,AB-,0,,
2025-08-03,O+,23,,Weekend trauma spike
2025-08-03,A+,17,,Weekend trauma spike
2025-08-03,B+,16,,Weekend trauma spike
2025-08-03,O-,8,,Weekend trauma spike
2025-08-03,A-,6,,Weekend trauma spike
2025-08-03,B-,5,,Weekend trauma spike
2025-08-03,AB+,4,,Weekend trauma spike
2025-08-03,AB-,1,,Weekend trauma spike
2025-08-04,O+,30,,
2025-08-04,A+,25,,
2025-08-04,B+,13,,
2025-08-04,O-,9,,
2025-08-04,A-,6,,
2025-08-04,B-,3,,
2025-08-04,AB+,2,,
2025-08-04,AB-,2,,
2025-08-05,O+,31,,
2025-08-05,A+,27,,
2025-08-05,B+,16,,
2025-08-05,O-,12,,
2025-08-05,A-,8,,
2025-08-05,B-,6,,
2025-08-05,AB+,4,,
2025-08-05,AB-,1,,
2025-08-06,O+,35,,
2025-08-06,A+,30,,
2025-08-06,B+,14,,
2025-08-06,O-,12,,
2025-08-06,A-,9,,
2025-08-06,B-,6,,
2025-08-06,AB+,3,,
2025-08-06,AB-,1,,
2025-08-07,O+,30,,
2025-08-07,A+,24,,
2025-08-07,B+,13,,
2025-08-07,O-,9,,
2025-08-07,A-,8,,
2025-08-07,B-,5,,
2025-08-07,AB+,4,,
2025-08-07,AB-,0,,
2025-08-08,O+,26,,
2025-08-08,A+,19,,
2025-08-08,B+,11,,
2025-08-08,O-,7,,
2025-08-08,A-,5,,
2025-08-08,B-,5,,
2025-08-08,AB+,3,,
2025-08-08,AB-,1,,
2025-08-09,O+,16,,
2025-08-09,A+,25,,
2025-08-09,B+,5,,
2025-08-09,O-,4,,
2025-08-09,A-,4,,
2025-08-09,B-,3,,
2025-08-09,AB+,4,,
2025-08-09,AB-,1,,
2025-08-10,O+,22,,
2025-08-10,A+,20,,
2025-08-10,B+,10,,
2025-08-10,O-,4,,
2025-08-10,A-,5,,
2025-08-10,B-,4,,
2025-08-10,AB+,5,,
2025-08-10,AB-,0,,
2025-08-11,O+,32,,
2025-08-11,A+,17,,
2025-08-11,B+,16,,
2025-08-11,O-,9,,
2025-08-11,A-,7,,
2025-08-11,B-,5,,
2025-08-11,AB+,4,,
2025-08-11,AB-,1,,
2025-08-12,O+,30,,
2025-08-12,A+,26,,
2025-08-12,B+,14,,
2025-08-12,O-,10,,
2025-08-12,A-,6,,
2025-08-12,B-,5,,
2025-08-12,AB+,5,,
2025-08-12,AB-,3,,
2025-08-13,O+,38,,
2025-08-13,A+,27,,
2025-08-13,B+,16,,
2025-08-13,O-,10,,
2025-08-13,A-,8,,
2025-08-13,B-,6,,
2025-08-13,AB+,4,,
2025-08-13,AB-,0,,
2025-08-14,O+,33,,
2025-08-14,A+,24,,
2025-08-14,B+,15,,
2025-08-14,O-,9,,
2025-08-14,A-,6,,
2025-08-14,B-,6,,
2025-08-14,AB+,2,,
2025-08-14,AB-,0,,
2025-08-15,O+,29,,
2025-08-15,A+,17,,
2025-08-15,B+,9,,
2025-08-15,O-,6,,
2025-08-15,A-,3,,
2025-08-15,B-,5,,
2025-08-15,AB+,3,,
2025-08-15,AB-,1,,
2025-08-16,O+,20,,
2025-08-16,A+,10,,
2025-08-16,B+,9,,
2025-08-16,O-,7,,
2025-08-16,A-,2,,
2025-08-16,B-,3,,
2025-08-16,AB+,3,,
2025-08-16,AB-,1,,
2025-08-17,O+,13,,
2025-08-17,A+,13,,
2025-08-17,B+,7,,
2025-08-17,O-,6,,
2025-08-17,A-,4,,
2025-08-17,B-,3,,
2025-08-17,AB+,2,,
2025-08-17,AB-,0,,
2025-08-18,O+,26,,
2025-08-18,A+,17,,
2025-08-18,B+,11,,
2025-08-18,O-,5,,
2025-08-18,A-,7,,
2025-08-18,B-,2,,
2025-08-18,AB+,3,,
2025-08-18,AB-,1,,
2025-08-19,O+,22,,
2025-08-19,A+,19,,
2025-08-19,B+,15,,
2025-08-19,O-,10,,
2025-08-19,A-,6,,
2025-08-19,B-,4,,
2025-08-19,AB+,1,,
2025-08-19,AB-,3,,
2025-08-20,O+,22,,
2025-08-20,A+,18,,
2025-08-20,B+,13,,
2025-08-20,O-,9,,
2025-08-20,A-,8,,
2025-08-20,B-,6,,
2025-08-20,AB+,4,,
2025-08-20,AB-,1,,
2025-08-21,O+,19,,
2025-08-21,A+,17,,
2025-08-21,B+,12,,
2025-08-21,O-,8,,
2025-08-21,A-,6,,
2025-08-21,B-,2,,
2025-08-21,AB+,2,,
2025-08-21,AB-,2,,
2025-08-22,O+,15,,
2025-08-22,A+,13,,
